AllTrace,,,
EMI:FSCAN,,,
A.30.11,N9038B,,
616367909.9,31.07564517,31.07564517,31.24811527
616427908.7,30.2217786,30.2217786,30.77836581
616487907.5,30.7959592,30.7959592,30.4183652
616547906.2,32.37489291,32.37489291,30.46209689
616607905,32.22524997,32.22524997,29.79898044
616667903.8,31.58304569,31.58304569,31.43540164
616727902.5,31.6555173,31.6555173,31.18254825
616787901.3,31.23150607,31.23150607,31.53462192
616847900,30.16466495,30.16466495,31.49343082
616907898.8,31.22750827,31.22750827,30.87866184
616967897.6,30.29132816,30.29132816,31.91014835
617027896.3,30.25666019,30.25666019,31.93688937
617087895.1,32.05640384,32.05640384,30.49376651
617147893.9,31.1097562,31.1097562,30.68643924
617207892.6,30.04553195,30.04553195,30.44925662
617267891.4,30.12062045,30.12062045,29.90373203
617327890.1,30.84637424,30.84637424,29.98535129
617387888.9,31.49111911,31.49111911,30.80517551
617447887.7,31.83535739,31.83535739,30.61503574
617507886.4,31.25324985,31.25324985,30.75415012
617567885.2,31.21597263,31.21597263,30.06882449
617627884,31.20221683,31.20221683,30.13606998
617687882.7,31.53469821,31.53469821,31.11399051
617747881.5,31.30535861,31.30535861,31.39289829
617807880.2,30.87611362,30.87611362,31.39350864
617867879,30.06666538,30.06666538,30.01570865
617927877.8,30.48929569,30.48929569,29.61390659
617987876.5,30.95896121,30.95896121,31.37445041
618047875.3,31.86109897,31.86109897,29.99795505
618107874.1,30.29646274,30.29646274,31.570358
618167872.8,29.65425845,29.65425845,31.518707
618227871.6,30.070358,30.070358,31.1351926
618287870.4,30.58052799,30.58052799,30.74253818
618347869.1,30.20616123,30.20616123,30.83983585
618407867.9,30.20677158,30.20677158,30.34788486
618467866.6,30.45693179,30.45693179,31.02790042
618527865.4,32.23577091,32.23577091,30.39353153
618587864.2,32.50553104,32.50553104,29.76046726
618647862.9,31.41517612,31.41517612,30.43395206
618707861.7,31.20282718,31.20282718,30.96894809
618767860.5,30.26010867,30.26010867,30.80755588
618827859.2,31.21581241,31.21581241,30.52203342
618887858,30.41420718,30.41420718,31.10798618
618947856.7,30.1273801,30.1273801,30.09863254
619007855.5,30.71071597,30.71071597,29.99472018
619067854.3,30.36117526,30.36117526,30.48007175
619127853,30.29645511,30.29645511,30.15926334
619187851.8,31.08753177,31.08753177,29.92078372
619247850.6,31.06854984,31.06854984,30.87648746
619307849.3,31.53821536,31.53821536,30.87056705
619367848.1,30.35771152,30.35771152,31.20827457
619427846.8,30.04475375,30.04475375,29.54042026
619487845.6,30.86326572,30.86326572,29.72787448
619547844.4,30.65091678,30.65091678,29.97542545
619607843.1,30.05574008,30.05574008,30.89716312
619667841.9,30.83375522,30.83375522,30.02500125
619727840.7,31.40664645,31.40664645,30.67889377
619787839.4,30.33718082,30.33718082,31.61498996
619847838.2,31.2785184,31.2785184,31.62606021
619907837,31.77431461,31.77431461,30.44686099
619967835.7,31.24838992,31.24838992,29.92224094
620027834.5,30.90029117,30.90029117,29.98570224
620087833.2,30.42693301,30.42693301,30.69216129
620147832,29.9143674,29.9143674,30.86685153
620207830.8,30.11257144,30.11257144,30.8011243
620267829.5,30.26243564,30.26243564,31.69310733
620327828.3,31.18578311,31.18578311,30.42144748
620387827.1,30.46547672,30.46547672,30.50598117
620447825.8,30.01954623,30.01954623,30.83614322
620507824.6,31.35575839,31.35575839,30.41373416
620567823.3,30.27092716,30.27092716,30.22519656
620627822.1,30.87677737,30.87677737,31.43467685
620687820.9,30.10160037,30.10160037,31.80664798
620747819.6,30.37557956,30.37557956,31.75660678
620807818.4,31.01409122,31.01409122,31.37338992
620867817.2,30.87521335,30.87521335,31.11561557
620927815.9,30.83170291,30.83170291,30.82125064
620987814.7,30.37401553,30.37401553,30.35702487
621047813.4,30.82699558,30.82699558,31.30388614
621107812.2,30.95334598,30.95334598,31.79345676
621167811,31.14501163,31.14501163,31.12280246
621227809.7,30.81536838,30.81536838,31.17074558
621287808.5,30.50662204,30.50662204,31.76744815
621347807.3,31.25489017,31.25489017,30.18220493
621407806,31.21138736,31.21138736,31.17218753
621467804.8,31.39390537,31.39390537,31.17440768
621527803.6,30.55993625,30.55993625,29.96806308
621587802.3,30.09571048,30.09571048,30.89532443
621647801.1,30.70417758,30.70417758,30.62970706
621707799.8,30.46207401,30.46207401,30.33272525
621767798.6,30.05011722,30.05011722,31.62451144
621827797.4,30.12288638,30.12288638,30.27967807
621887796.1,30.07938358,30.07938358,30.70914432
621947794.9,30.86292239,30.86292239,31.29016849
622007793.7,30.82986423,30.82986423,30.63910648
622067792.4,31.0947034,31.0947034,30.37348911
622127791.2,29.91318485,29.91318485,30.28424808
622187789.9,31.69363376,31.69363376,30.30606815
622247788.7,31.41755649,31.41755649,30.34879276
622307787.5,31.21856662,31.21856662,31.03433963
622367786.2,30.84449741,30.84449741,31.55787631
622427785,30.85325595,30.85325595,30.49134036
622487783.8,30.28320285,30.28320285,29.74359866
622547782.5,30.87467929,30.87467929,30.64472934
622607781.3,31.7431409,31.7431409,30.50714084
622667780,30.92354556,30.92354556,30.24936649
622727778.8,30.21369907,30.21369907,29.97198459
622787777.6,30.74376651,30.74376651,31.27291843
622847776.3,30.77734348,30.77734348,31.18759891
622907775.1,30.6018674,30.6018674,30.83966037
622967773.9,30.70861789,30.70861789,30.69293948
623027772.6,30.91204807,30.91204807,30.93033572
623087771.4,31.00964328,31.00964328,30.79145023
623147770.1,30.27627536,30.27627536,30.39517185
623207768.9,29.75196048,29.75196048,30.15568515
623267767.7,30.76937076,30.76937076,32.90297672
623327766.4,30.59651157,30.59651157,32.41262027
623387765.2,30.67581912,30.67581912,29.42414066
623447764,29.55441257,29.55441257,31.58348819
623507762.7,30.5966489,30.5966489,30.6632764
623567761.5,30.9450986,30.9450986,30.50609561
623627760.3,29.54669162,29.54669162,30.30972263
623687759,30.27797672,30.27797672,32.02222415
623747757.8,30.07376071,30.07376071,32.10675784
623807756.5,32.4904935,32.4904935,30.49668857
623867755.3,32.84678623,32.84678623,30.31599399
623927754.1,32.80981418,32.80981418,30.53510257
623987752.8,30.58305331,30.58305331,31.37744113
624047751.6,30.24818393,30.24818393,31.40448734
624107750.4,30.16155978,30.16155978,30.60709354
624167749.1,30.2199628,30.2199628,31.07052585
624227747.9,31.71819278,31.71819278,31.22953769
624287746.6,31.71779605,31.71779605,30.93125125
624347745.4,30.60030338,30.60030338,31.09679385
624407744.2,30.37387058,30.37387058,30.968353
624467742.9,29.7881467,29.7881467,31.00063297
624527741.7,30.16796085,30.16796085,30.75983402
624587740.5,29.49730655,29.49730655,31.62960025
624647739.2,30.21682712,30.21682712,33.06510898
624707738,30.35362216,30.35362216,31.59092685
624767736.7,30.46037265,30.46037265,30.57534763
624827735.5,29.71654483,29.71654483,30.71605655
624887734.3,29.77494785,29.77494785,30.71958896
624947733,32.91419956,32.91419956,31.5932767
625007731.8,32.01751682,32.01751682,30.45487949
625067730.6,31.03982517,31.03982517,30.74584934
625127729.3,31.04727145,31.04727145,30.11569949
625187728.1,31.08084842,31.08084842,29.89710971
625247726.9,31.61614963,31.61614963,30.32657596
625307725.6,31.85224124,31.85224124,30.10799381
625367724.4,31.17113467,31.17113467,30.45383426
625427723.1,31.17073795,31.17073795,30.13464328
625487721.9,30.88290378,30.88290378,30.89726993
625547720.7,31.55538913,31.55538913,30.82110568
625607719.4,31.48966953,31.48966953,30.25497409
625667718.2,30.82292911,30.82292911,30.37739536
625727717,30.70364352,30.70364352,30.3979108
625787715.7,30.84697696,30.84697696,31.9314191
625847714.5,30.6296918,30.6296918,32.00418826
625907713.2,30.20336124,30.20336124,30.63060733
625967712,30.12849399,30.12849399,29.6999509
626027710.8,31.46079227,31.46079227,30.90158817
626087709.5,31.77658817,31.77658817,30.43083926
626147708.3,31.04322025,31.04322025,30.37557193
626207707.1,30.5254285,30.5254285,30.42874118
626267705.8,30.43880435,30.43880435,31.61077853
626327704.6,30.30123111,30.30123111,31.60908481
626387703.3,31.11873599,31.11873599,30.68234988
626447702.1,31.1849744,31.1849744,30.95110294
626507700.9,31.18588992,31.18588992,31.06568881
626567699.6,32.31044742,32.31044742,30.81182834
626627698.4,31.54833194,31.54833194,30.13725253
626687697.2,30.73395511,30.73395511,31.27748081
626747695.9,30.81195041,30.81195041,31.27577945
626807694.7,30.84423038,30.84423038,32.15209171
626867693.4,30.20231601,30.20231601,32.61552402
626927692.2,30.28774997,30.28774997,32.55592319
626987691,30.19934818,30.19934818,30.80558749
627047689.7,30.18933841,30.18933841,30.35657474
627107688.5,30.61441776,30.61441776,30.35049411
627167687.3,30.86703464,30.86703464,31.45105716
627227686,29.78695651,29.78695651,31.40447208
627287684.8,30.66802188,30.66802188,30.83917972
627347683.6,30.56133243,30.56133243,32.15010043
627407682.3,30.14106723,30.14106723,30.51343509
627467681.1,30.53609439,30.53609439,31.20896884
627527679.8,30.21773502,30.21773502,31.28649875
627587678.6,31.32745334,31.32745334,32.24596378
627647677.4,31.36579105,31.36579105,31.47161838
627707676.1,31.05527469,31.05527469,31.38060733
627767674.9,31.56135532,31.56135532,30.81792423
627827673.7,31.22862979,31.22862979,30.99083682
627887672.4,31.37280246,31.37280246,31.32054111
627947671.2,29.97653934,29.97653934,30.39202853
628007669.9,30.91117069,30.91117069,30.86805698
628067668.7,30.91162082,30.91162082,30.76267215
628127667.5,31.0753934,31.0753934,30.03406497
628187666.2,30.41079685,30.41079685,31.41945621
628247665,30.80059787,30.80059787,30.23485538
628307663.8,30.292793,30.292793,29.95570346
628367662.5,31.11898776,31.11898776,30.37817355
628427661.3,30.32112857,30.32112857,30.07810947
628487660,30.99706241,30.99706241,30.60770389
628547658.8,31.32675906,31.32675906,31.67430087
628607657.6,30.2754285,30.2754285,30.6687009
628667656.3,30.44703647,30.44703647,30.6796033
628727655.1,30.80416843,30.80416843,31.28890201
628787653.9,31.02542087,31.02542087,32.83499881
628847652.6,30.87300082,30.87300082,32.83675357
628907651.4,31.01194736,31.01194736,31.082504
628967650.2,31.7924039,31.7924039,30.1147916
629027648.9,30.35172244,30.35172244,31.06640598
629087647.7,29.87789127,29.87789127,30.46975681
629147646.4,29.73723575,29.73723575,30.58910342
629207645.2,30.78553745,30.78553745,29.86702701
629267644,31.41834995,31.41834995,31.70056888
629327642.7,31.48804446,31.48804446,30.35918399
629387641.5,30.5529935,30.5529935,30.73199435
629447640.3,30.57566043,30.57566043,30.420181
629507639,30.67539951,30.67539951,32.63000461
629567637.8,30.94369479,30.94369479,30.15322849
629627636.5,30.39015933,30.39015933,29.83356448
629687635.3,30.86750003,30.86750003,30.76820346
629747634.1,31.41016361,31.41016361,30.80131503
629807632.8,31.80126926,31.80126926,30.76386997
629867631.6,30.2717435,30.2717435,30.27043887
629927630.4,30.93853732,30.93853732,30.03179141
629987629.1,31.20029422,31.20029422,30.25826999
630047627.9,30.56836673,30.56836673,32.77382633
630107626.6,30.30619022,30.30619022,31.69766971
630167625.4,30.33407565,30.33407565,30.39286777
630227624.2,30.98780795,30.98780795,31.32489749
630287622.9,31.60886356,31.60886356,30.77397128
630347621.7,30.74044772,30.74044772,30.94296237
630407620.5,29.90731021,29.90731021,30.4573743
630467619.2,30.1481702,30.1481702,30.90335819
630527618,31.0122449,31.0122449,30.47656223
630587616.8,30.44564792,30.44564792,30.66645786
630647615.5,32.47255679,32.47255679,30.50619479
630707614.3,31.94516727,31.94516727,30.19699832
630767613,30.96961185,30.96961185,30.46005985
630827611.8,30.70613071,30.70613071,30.17436954
630887610.6,30.62687656,30.62687656,30.19441196
630947609.3,31.06372043,31.06372043,30.42089816
631007608.1,30.99099704,30.99099704,31.3019559
631067606.9,31.11295291,31.11295291,31.37557193
631127605.6,30.67178317,30.67178317,30.79851505
631187604.4,30.11563846,30.11563846,30.36518832
631247603.1,30.54202243,30.54202243,30.36041232
631307601.9,32.16129276,32.16129276,29.90225955
631367600.7,32.07158633,32.07158633,30.1391904
631427599.4,29.89269229,29.89269229,30.07691928
631487598.2,30.54381534,30.54381534,31.00763675
631547597,30.54948398,30.54948398,30.60174533
631607595.7,30.93666812,30.93666812,32.20010349
631667594.5,30.43539401,30.43539401,31.52114078
631727593.2,30.41233035,30.41233035,30.86831638
631787592,30.35659763,30.35659763,30.27036258
631847590.8,30.23422214,30.23422214,30.80257388
631907589.5,29.52390262,29.52390262,31.36483737
631967588.3,30.40496799,30.40496799,30.38797733
632027587.1,29.75736972,29.75736972,30.9411008
632087585.8,30.23078128,30.23078128,30.18113681
632147584.6,31.21898624,31.21898624,30.39716312
632207583.3,31.47290012,31.47290012,30.32182285
632267582.1,31.01344272,31.01344272,30.24911472
632327580.9,30.62062045,30.62062045,30.76172611
632387579.6,30.6537244,30.6537244,32.44892856
632447578.4,30.17858859,30.17858859,32.36576053
632507577.2,30.30446597,30.30446597,30.79442569
632567575.9,30.29446384,30.29446384,30.22651645
632627574.7,31.47602817,31.47602817,30.92597171
632687573.5,31.48693057,31.48693057,31.06621524
632747572.2,30.77137729,30.77137729,30.55448886
632807571,30.56017276,30.56017276,30.39554569
632867569.7,30.79971286,30.79971286,30.77227756
632927568.5,30.20828983,30.20828983,30.70347568
632987567.3,31.43820163,31.43820163,29.99315616
633047566,31.66338321,31.66338321,30.42085239
633107564.8,31.62463352,31.62463352,30.09988376
633167563.6,31.92035648,31.92035648,30.99531528
633227562.3,31.50009128,31.50009128,29.90870639
633287561.1,31.17259952,31.17259952,31.18827792
633347559.8,31.17696353,31.17696353,30.83203098
633407558.6,30.22492954,30.22492954,31.20092746
633467557.4,30.82517215,30.82517215,30.98587772
633527556.1,31.78732272,31.78732272,31.78079196
633587554.9,31.03397342,31.03397342,31.29267093
633647553.7,30.221832,30.221832,31.23179599
633707552.4,30.66136905,30.66136905,31.17223331
633767551.2,30.88401004,30.88401004,30.2660062
633827549.9,31.72334262,31.72334262,30.11889621
633887548.7,31.67684909,31.67684909,31.11372348
633947547.5,30.83595248,30.83595248,31.32068607
634007546.2,30.84172031,30.84172031,31.58514377
634067545,30.57309695,30.57309695,32.60217258
634127543.8,31.83444949,31.83444949,32.49426242
634187542.5,31.6167905,31.6167905,32.4033353
634247541.3,31.45138522,31.45138522,30.60343143
634307540.1,30.82608768,30.82608768,30.1140134
634367538.8,30.6946561,30.6946561,30.5953519
634427537.6,30.15949222,30.15949222,30.9486539
634487536.3,30.26716586,30.26716586,30.06595584
634547535.1,30.87001773,30.87001773,30.94840976
634607533.9,30.67195865,30.67195865,30.6353757
634667532.6,30.86846896,30.86846896,31.21862766
634727531.4,30.6298978,30.6298978,31.52097293
634787530.2,31.11255618,31.11255618,31.44441959
634847528.9,31.32344028,31.32344028,33.18266269
634907527.7,31.03131076,31.03131076,33.11395236
634967526.4,30.29232761,30.29232761,31.08932468
635027525.2,30.30330631,30.30330631,30.98402377
635087524,33.05545017,33.05545017,30.80033084
635147522.7,31.26468631,31.26468631,30.76689121
635207521.5,30.83275577,30.83275577,31.16984531
635267520.3,31.60676547,31.60676547,31.11680576
635327519,31.69091769,31.69091769,30.13611575
635387517.8,30.79907199,30.79907199,30.19936343
635447516.5,31.36795779,31.36795779,30.04049655
635507515.3,31.99825259,31.99825259,30.44475528
635567514.1,31.1495206,31.1495206,31.0227811
635627512.8,32.26061984,32.26061984,30.99587222
635687511.6,31.19370242,31.19370242,30.0177991
635747510.4,30.59191104,30.59191104,30.64286014
635807509.1,30.7466199,30.7466199,31.90814182
635867507.9,30.82031223,30.82031223,30.10170718
635927506.6,31.46889468,31.46889468,30.78948184
635987505.4,33.52333041,33.52333041,31.36228915
636047504.2,32.86013004,32.86013004,31.1772916
636107502.9,32.54970523,32.54970523,29.37739536
636167501.7,31.36910983,31.36910983,30.6152341
636227500.5,31.37617465,31.37617465,30.77907535
636287499.2,30.22302219,30.22302219,30.66072055
636347498,31.79402896,31.79402896,30.70175143
636407496.8,32.23356601,32.23356601,30.6944501
636467495.5,30.53034946,30.53034946,30.91056033
636527494.3,30.88495609,30.88495609,29.64111301
636587493,31.64199039,31.64199039,30.40337344
636647491.8,31.64121219,31.64121219,30.37254306
636707490.6,30.94143649,30.94143649,31.7985303
636767489.3,31.22809573,31.22809573,31.89183017
636827488.1,31.70029422,31.70029422,30.23956271
636887486.9,31.72695895,31.72695895,30.66342136
636947485.6,30.0851514,30.0851514,30.7449567
637007484.4,32.24150058,32.24150058,30.6422803
637067483.1,31.54563876,31.54563876,30.459892
637127481.9,30.30624362,30.30624362,31.37239047
637187480.7,32.24701663,32.24701663,31.29454013
637247479.4,32.96875736,32.96875736,30.50067874
637307478.2,31.15710422,31.15710422,31.36354038
637367477,31.27130862,31.27130862,31.1863782
637427475.7,32.3993909,32.3993909,30.9647977
637487474.5,32.75138828,32.75138828,30.16180393
637547473.2,31.81120273,31.81120273,30.11137363
637607472,32.26511356,32.26511356,30.8292081
637667470.8,32.23166629,32.23166629,32.1467435
637727469.5,31.3437421,31.3437421,30.20442935
637787468.3,32.57766696,32.57766696,31.14698764
637847467.1,30.45765659,30.45765659,29.85011264
637907465.8,31.11408206,31.11408206,30.74563571
637967464.6,30.96305057,30.96305057,31.08979007
638027463.4,31.28760501,31.28760501,30.50106021
